NCD 1 inch PE,,,,,,NCD 2 inch PE,,,,,,NCD 3 inch PE,,,,,,NCD 4 inch PE,,,,,,NCD 5 inch PE,,,,,,NCD bare,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty,,Source Energy(MeV),Triton Counts,Events,Effective Efficiency,Poisson Uncertainty
2,620,7000000,8.86E-05,3.56E-06,,,,,,,,,,,2,2.00E-01,1.82E-02,,,4.01E-04,8.17E-04,7.43E-04,5.22E-04,3.22E-04,8.99E-07,,,,,,,,,
3,1879,7000000,0.000268429,6.19E-06,,,,,,,,,,,2.2,2.00E-01,1.82E-02,,,3.82E-04,7.93E-04,7.34E-04,5.25E-04,3.30E-04,9.59E-07,,,,,,,,,
4,2970,7000000,0.000424286,7.79E-06,,,,,,,,,,,2.4,2.00E-01,1.82E-02,,,3.59E-04,7.69E-04,7.25E-04,5.24E-04,3.37E-04,8.33E-07,,,,,,,,,
5,5187,7000000,0.000741,1.03E-05,,,,,,,,,,,2.6,2.00E-01,1.82E-02,,,3.40E-04,7.40E-04,7.06E-04,5.18E-04,3.36E-04,8.33E-07,,,,,,,,,
6,6512,7000000,0.000930286,1.15E-05,,,,,,,,,,,2.8,2.00E-01,1.82E-02,,,3.29E-04,7.47E-04,7.31E-04,5.50E-04,3.69E-04,7.60E-07,,,,,,,,,
7,9382,7000000,0.001340286,1.38E-05,,,,,,,,,,,3,2.00E-01,1.82E-02,,,3.10E-04,7.02E-04,6.87E-04,5.18E-04,3.45E-04,7.42E-07,,,,,,,,,
8,10673,7000000,0.001524714,1.48E-05,,,,,,,,,,,3.2,2.00E-01,1.82E-02,,,2.95E-04,6.77E-04,6.63E-04,5.02E-04,3.33E-04,6.97E-07,,,,,,,,,
9,10920,7000000,0.00156,1.49E-05,,,,,,,,,,,3.4,2.00E-01,1.82E-02,,,2.85E-04,6.66E-04,3.65E-04,5.08E-04,3.43E-04,6.36E-07,,,,,,,,,
10,11495,7000000,0.001642143,1.53E-05,,,,,,,,,,,3.6,2.00E-01,1.82E-02,,,2.75E-04,6.55E-04,6.62E-05,5.13E-04,3.52E-04,6.01E-07,,,,,,,,,
11,12326,7000000,0.001760857,1.59E-05,,,,,,,,,,,3.8,2.00E-01,1.82E-02,,,2.67E-04,6.45E-04,6.66E-04,5.23E-04,3.62E-04,6.04E-07,,,,,,,,,
,,,,,,,,,,,,,,,4,2.00E-01,1.82E-02,,,2.52E-04,6.36E-04,6.70E-04,5.35E-04,3.79E-04,5.57E-07,,,,,,,,,
,,,,,,,,,,,,,,,4.2,2.00E-01,1.82E-02,,,2.43E-04,6.28E-04,6.73E-04,5.49E-04,3.95E-04,5.23E-07,,,,,,,,,
,,,,,,,,,,,,,,,4.4,2.00E-01,1.82E-02,,,2.36E-04,6.11E-04,6.66E-04,5.49E-04,4.00E-04,5.26E-07,,,,,,,,,
,,,,,,,,,,,,,,,4.6,2.00E-01,1.82E-02,,,2.24E-04,5.96E-04,6.58E-04,5.48E-04,4.06E-04,4.89E-07,,,,,,,,,
,,,,,,,,,,,,,,,4.8,2.00E-01,1.82E-02,,,2.23E-04,5.91E-04,6.54E-04,5.48E-04,4.08E-04,4.40E-07,,,,,,,,,
,,,,,,,,,,,,,,,5,2.00E-01,1.82E-02,,,2.15E-04,5.77E-04,6.46E-04,5.46E-04,4.10E-04,4.50E-07,,,,,,,,,
,,,,,,,,,,,,,,,5.2,2.00E-01,1.82E-02,,,2.11E-04,5.75E-04,6.38E-04,5.42E-04,4.09E-04,4.26E-07,,,,,,,,,
,,,,,,,,,,,,,,,5.4,2.00E-01,1.82E-02,,,2.04E-04,5.59E-04,6.33E-04,5.38E-04,4.11E-04,4.01E-07,,,,,,,,,
,,,,,,,,,,,,,,,5.6,2.00E-01,1.82E-02,,,1.98E-04,5.50E-04,6.25E-04,5.38E-04,4.11E-04,3.73E-07,,,,,,,,,
,,,,,,,,,,,,,,,5.8,2.00E-01,1.82E-02,,,1.92E-04,5.41E-04,6.20E-04,5.35E-04,4.10E-04,3.79E-07,,,,,,,,,
,,,,,,,,,,,,,,,6,2.00E-01,1.82E-02,,,1.91E-04,5.30E-04,6.06E-04,5.27E-04,4.06E-04,3.56E-07,,,,,,,,,
,,,,,,,,,,,,,,,6.2,2.00E-01,1.82E-02,,,1.83E-04,5.22E-04,6.08E-04,5.28E-04,4.13E-04,3.46E-07,,,,,,,,,
,,,,,,,,,,,,,,,6.4,2.00E-01,1.82E-02,,,1.72E-04,5.09E-04,5.98E-04,5.33E-04,4.21E-04,3.32E-07,,,,,,,,,
,,,,,,,,,,,,,,,6.6,2.00E-01,1.82E-02,,,1.65E-04,4.89E-04,5.85E-04,5.21E-04,4.17E-04,3.32E-07,,,,,,,,,
,,,,,,,,,,,,,,,6.8,2.00E-01,1.82E-02,,,1.61E-04,4.81E-04,5.79E-04,5.19E-04,4.17E-04,3.04E-07,,,,,,,,,
,,,,,,,,,,,,,,,7,2.00E-01,1.82E-02,,,1.57E-04,4.74E-04,5.75E-04,5.18E-04,4.17E-04,3.16E-07,,,,,,,,,
,,,,,,,,,,,,,,,7.2,2.00E-01,1.82E-02,,,1.57E-04,4.67E-04,5.60E-04,5.02E-04,4.00E-04,2.88E-07,,,,,,,,,
,,,,,,,,,,,,,,,7.4,2.00E-01,1.82E-02,,,1.53E-04,4.56E-04,5.45E-04,4.85E-04,3.84E-04,2.81E-07,,,,,,,,,
,,,,,,,,,,,,,,,7.6,2.00E-01,1.82E-02,,,1.47E-04,4.41E-04,5.28E-04,4.71E-04,3.73E-04,2.82E-07,,,,,,,,,
,,,,,,,,,,,,,,,7.8,2.00E-01,1.82E-02,,,1.43E-04,4.36E-04,5.27E-04,4.74E-04,3.79E-04,2.68E-07,,,,,,,,,
,,,,,,,,,,,,,,,8,2.00E-01,1.82E-02,,,1.41E-04,4.35E-04,5.33E-04,4.85E-04,3.93E-04,2.55E-07,,,,,,,,,
,,,,,,,,,,,,,,,8.2,2.00E-01,1.82E-02,,,1.32E-04,4.17E-04,5.21E-04,4.80E-04,3.96E-04,2.76E-07,,,,,,,,,
,,,,,,,,,,,,,,,8.4,2.00E-01,1.82E-02,,,1.27E-04,4.05E-04,5.12E-04,4.75E-04,3.94E-04,2.72E-07,,,,,,,,,
,,,,,,,,,,,,,,,8.6,2.00E-01,1.82E-02,,,1.27E-04,3.99E-04,5.03E-04,4.70E-04,3.89E-04,2.50E-07,,,,,,,,,
,,,,,,,,,,,,,,,8.8,2.00E-01,1.82E-02,,,1.22E-04,3.85E-04,4.82E-04,4.49E-04,3.72E-04,2.25E-07,,,,,,,,,
,,,,,,,,,,,,,,,9,2.00E-01,1.82E-02,,,1.18E-04,3.75E-04,4.70E-04,4.37E-04,3.62E-04,2.25E-07,,,,,,,,,
,,,,,,,,,,,,,,,9.2,2.00E-01,1.82E-02,,,1.14E-04,3.67E-04,4.65E-04,4.35E-04,3.62E-04,2.23E-07,,,,,,,,,
,,,,,,,,,,,,,,,9.4,2.00E-01,1.82E-02,,,1.13E-04,3.69E-04,4.65E-04,4.41E-04,3.67E-04,2.35E-07,,,,,,,,,
,,,,,,,,,,,,,,,9.6,2.00E-01,1.82E-02,,,1.12E-04,3.63E-04,4.62E-04,4.40E-04,3.67E-04,2.24E-07,,,,,,,,,
,,,,,,,,,,,,,,,9.8,2.00E-01,1.82E-02,,,1.07E-04,3.55E-04,4.59E-04,4.37E-04,3.70E-04,2.06E-07,,,,,,,,,
,,,,,,,,,,,,,,,10,2.00E-01,1.82E-02,,,1.07E-04,3.54E-04,4.57E-04,4.38E-04,3.72E-04,2.10E-07,,,,,,,,,
,,,,,,,,,,,,,,,10.2,2.00E-01,1.82E-02,,,1.08E-04,3.54E-04,4.53E-04,4.34E-04,3.70E-04,2.18E-07,,,,,,,,,
,,,,,,,,,,,,,,,10.4,2.00E-01,1.82E-02,,,1.07E-04,3.52E-04,4.54E-04,4.35E-04,3.69E-04,2.06E-07,,,,,,,,,
,,,,,,,,,,,,,,,10.6,2.00E-01,1.82E-02,,,1.05E-04,3.50E-04,4.52E-04,4.32E-04,3.68E-04,1.94E-07,,,,,,,,,
,,,,,,,,,,,,,,,10.8,2.00E-01,1.82E-02,,,1.06E-04,3.46E-04,4.51E-04,4.33E-04,3.68E-04,2.00E-07,,,,,,,,,
,,,,,,,,,,,,,,,11,2.00E-01,1.82E-02,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Total,1.12E+01,,,,4.07E-04,6.13E-04,4.59E-04,2.77E-04,1.49E-04,7.38E-07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,3.24E-04,7.21E-04,6.09E-04,5.20E-04,3.43E-04,7.56E-07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2.05E-04,5.60E-04,6.31E-04,5.37E-04,4.08E-04,4.16E-07,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1.25E-04,3.95E-04,4.94E-04,4.59E-04,3.79E-04,2.43E-07,,,,,,,,,
